id,category,title,content,keywords,source,priority,created_at,updated_at
73,summarizer,Finalize AI Knowledge Base Output,"**Knowledge Base Output: EzBOQ AI Training Dataset**

**I. ระบบและสถาปัตยกรรม (System & Architecture)**

*   **ชื่อระบบ:** EzBOQ (Easy Business Online and Quality)
*   **คำจำกัดความ:** แพลตฟอร์มครบวงจรสำหรับผู้รับเหมาก่อสร้าง
*   **Tech Stack:** React 18 + Vite + TailwindCSS + Radix UI + Firebase
*   **Vision/Goal:** ""แค่คลิกเดียว เราทำให้หมดแล้ว"" (One-click solution)
*   **จุดเด่น (Competitive Edge):** AI เข้าใจบริบทงานก่อสร้างจริง, เชื่อมต่อผ่าน LINE (LINE Integr), ข้อมูลราคาอ้างอิงจากหลายแหล่ง

**II. ฐานข้อมูลราคาวัสดุ (Verified Cost Database - อ้างอิง 2026)**

*   **แหล่งข้อมูล:** กรมการค้าภายใน, HomePro, ราคาตลาด กทม. (อัปเดตถึง 2026-03-31)
*   **โครงสร้างราคา:** 3 Tier (Value x0.92, Standard x1.0, Premium x1.14)

| หมวดหมู่ | รายการวัสดุ | ราคาอ้างอิง (ตัวอย่าง) | หมายเหตุ |
| :--- | :--- | :--- | :--- |
| **ปูนซีเมนต์** | ปูนถุง 50 กก. | 185-210 บาท/ถุง | ปลุกี่ปลีก |
| **เหล็ก** | เหล็กข้ออ้อย DB16 | 165-185 บาท/เมตร | - |
| **กระเบื้อง** | พอร์ซเลน 60x120 | 450-900 บาท/ตร.ม. |","autonomy,goal_3",autonomy,8,2026-04-07 04:53:46,2026-04-07 04:53:46
74,estimator,BOQ ต่อเติมบ้าน — ต่อห้อง ครัว ระเบียง ชั้น2,"ในฐานะนักประเมินต้นทุน ผมได้จัดทำโครงสร้าง BOQ สำหรับงานต่อเติมบ้าน (ต่อห้อง, ครัว, ระเบียง ชั้น 2) โดยอ้างอิงราคาและหมวดหมู่จากฐานข้อมูล EzBOQ เท่านั้น

**ข้อจำกัดสำคัญ:** BOQ นี้เป็น **การประมาณการเบื้องต้น** สำหรับการวางแผนงบประมาณเท่านั้น ปริมาณ (Quantity) ทั้งหมดต้องได้รับการคำนวณใหม่โดยวิศวกร/สถาปนิกตามแบบก่อสร้างจริง

---

### 🏗️ BOQ ประมาณการงานต่อเติมบ้าน (ห้อง/ครัว/ระเบียง ชั้น 2)

| หมวดงาน | รายการวัสดุ/งาน | ปริมาณ (Qty) | หน่วย | ราคาวัสดุ (฿) | ค่าแรง (฿) | รวม (฿) | ข้อควรระวัง |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| **A. งานออกแบบและเตรียมการ** | | | | | | | |
| 1. ค่าออกแบบสถาปัตย์ + Interior | - | 1 | ตร.ม. | 620 | 0 | (ต้องระบุพื้นที่) | ต้องใช้แบบแปลนเพื่อคำนวณพื้นที่จริง |
| 2. งานเตรียมพื้นที่ (เคลียร์พื้นที่) | - | (ระบุ) | ตร.ม. | 35 | 55 | (คำนวณตามพื้นที่) | หากต้องรื้อถอน ต้องใช้หมวด ""งานรื้อถอน"" |
| **B. งานโครงสร้างและผนัง** | | | | | | | |
| 1. ผนังก่ออิฐมวลเบา (7.5 ซม.) | อิฐมวลเบา 7.5 ซม. | (ระบุ) | ตร.ม. | 128 | 360 | (คำนวณตามพื","autonomy,goal_4",autonomy,9,2026-04-07 05:00:50,2026-04-07 05:00:50
77,researcher,ค่าแรงช่างทุกประเภท 2026,"จากการวิเคราะห์ฐานข้อมูล EzBOQ ที่ให้มา ข้อมูลที่ปรากฏเป็น **ราคาค่าแรงประกอบงาน (Labor Component)** ตามหน่วยงานย่อย (เช่น ต่อ ตร.ม., ต่อจุด, ต่อถุง) มากกว่าการกำหนดอัตราค่าแรงรายวัน/เหมาสำหรับช่างแต่ละประเภทโดยรวม

**สรุปค่าแรงตามหมวดงานที่ปรากฏใน EzBOQ (ราคาปี 2026)**

| ประเภทงาน | รายการที่ระบุค่าแรง | ค่าแรงที่ปรากฏ (Labour Cost) | หมายเหตุ |
| :--- | :--- | :--- | :--- |
| **งานก่อฉาบ** | อิฐมวลเบา 7.5 ซม. | 360 บาท/ตร.ม. | อ้างอิงจากค่าแรงต่อพื้นที่ |
| | อิฐมวลเบา 10 ซม. | 420 บาท/ตร.ม. | อ้างอิงจากค่าแรงต่อพื้นที่ |
| **งานระบบไฟฟ้า** | Consumer Unit | 2,600 บาท/ตู้ | อ้างอิงจากค่าแรงต่อชุด |
| | MCB (ตัว) | 150 บาท/ตัว | อ้างอิงจากค่าแรงต่อหน่วย |
| **งานประปา** | ท่อน้ำดี PPR 20-25 มม. | 85 บาท/เมตร | อ้างอิงจากค่าแรงต่อเมตร |
| | จุดจ่ายน้ำดี + วาล์ว | 850 บาท/จุด | อ้างอิงจากค่าแรงต่อจุด |
| **งานกระเบื้อง** | พอร์ซเลน 60x60 | 260 บาท/ตร.ม. | อ้างอิงจากค่าแรงต่อพื้นที่ |
| | พอร์ซเลน 60x120 | 320 บาท/ตร.ม. | อ้างอิงจากค่าแรงต่อพื้นที่ |
| **งานรื้อถอน** | รื้อถอนสิ่งปลูกสร","autonomy,goal_4",autonomy,9,2026-04-07 07:13:40,2026-04-07 07:13:40
81,writer,สัญญาว่าจ้างก่อสร้าง — เงื่อนไข งวดงาน penalty ประกัน,"**สรุปฐานความรู้ก่อสร้างครบวงจรสำหรับ AI Jarvis**

ฐานความรู้นี้ครอบคลุมการประเมินต้นทุน (BOQ) การบริหารโครงการ และข้อกำหนดทางสัญญา โดยใช้ราคาอ้างอิงจากฐานข้อมูล EzBOQ (อัปเดตถึง 2026)

**1. การประเมินต้นทุน (BOQ Data Points)**
*   **โครงสร้าง/งานพื้นฐาน:** ราคาวัสดุโครงสร้าง (เหล็ก, ปูน) มีช่วงราคาชัดเจน เช่น เหล็กข้ออ้อย DB12 อยู่ที่ 95-110 บาท/เมตร
*   **งานระบบ:** มีราคาแยกส่วนชัดเจน เช่น ระบบไฟฟ้า (Consumer Unit 12-18 ช่อง) รวมค่าวัสดุ+ค่าแรงที่ 7,800 บาท/ตู้ และงานประปา (ท่อน้ำดี PPR 20-25 มม.) รวมที่ 137 บาท/เมตร
*   **งานตกแต่ง:** ราคาวัสดุพื้นและผนังมีความละเอียดสูง เช่น กระเบื้องพอร์ซเลน 60x120 มีต้นทุนรวม 1,010 บาท/ตร.ม.

**2. ขั้นตอนและเอกสารโครงการ (Process & Document)**
*   **Workflow:** กระบวนการทำงานเป็นลำดับ: **วางแผน/งบประมาณ** $\rightarrow$ **ออกแบบ** (สถาปัตย์/โครงสร้าง/MEP) $\rightarrow$ **เตรียมพื้นที่** (เคลียร์พื้นที่ 90 บาท/ตร.ม.) $\rightarrow$ **ก่อสร้าง** $\rightarrow$ **ส่งมอบ**
*   **เอกสารหลัก:** ต้องประกอบด้วย **ใบเสนอราคา (BOQ)**, **สัญญาว่าจ้าง**, และ *","autonomy,goal_4",autonomy,9,2026-04-07 07:31:48,2026-04-07 07:31:48
82,planner,PO flow + Invoice/งวดงาน + Cash flow ผู้รับเหมา,"**แผนงาน: การผสานรวม PO Flow, การเบิกจ่ายงวดงาน, และ Cash Flow สำหรับ Jarvis**

**เป้าหมาย:** สร้างระบบการเงินก่อสร้างครบวงจรที่เชื่อมโยงการจัดซื้อ (Cost) เข้ากับการรับเงิน (Revenue) อย่างเป็นขั้นตอน

---

### 🛠️ 1. Flow การจัดซื้อ (BOQ $\rightarrow$ PO $\rightarrow$ Supplier $\rightarrow$ Receipt)

**หลักการ:** ทุกรายการใน BOQ ต้องแปลงเป็น PO ก่อนสั่งซื้อ เพื่อควบคุมต้นทุนตามราคา EzBOQ

**ขั้นตอน:**
1.  **BOQ $\rightarrow$ PO:** นำรายการวัสดุที่ระบุใน BOQ (เช่น กระเบื้องพอร์ซเลน 60x60) ไปสร้าง Purchase Order (PO)
2.  **Supplier/Tracking:** PO ส่งให้ Supplier (ระบุรหัสวัสดุ, จำนวน, ราคาอ้างอิง)
3.  **การรับของ (Goods Receipt):** เมื่อได้รับของจริง ต้องมีการตรวจสอบปริมาณและคุณภาพเทียบกับ PO
    *   *ตัวอย่าง:* หาก BOQ ต้องการกระเบื้องพอร์ซเลน 60x60 จำนวน 100 ตร.ม. PO ต้องระบุราคาวัสดุ **฿420/ตร.ม.**
    *   *Actionable:* ต้องบันทึก **""วันที่รับของ""** และ **""จำนวนที่รับจริง""** เพื่อตัดออกจากสต็อก/ค่าใช้จ่าย

### 💰 2. การบริหารงวดงานและใบแจ้งหนี้ (Milestone & Invoice)

**หลักการ:** การจ","autonomy,goal_4",autonomy,9,2026-04-07 07:39:24,2026-04-07 07:39:24
86,researcher,ราคากลางงานก่อสร้างราชการ + Factor F,"**ราคากลางงานก่อสร้างราชการ และ Factor F**

**1. ราคากลางงานก่อสร้างราชการ:**
คือราคามาตรฐานที่สำนักงบประมาณใช้เป็นเกณฑ์ในการประเมินราคางานก่อสร้างของหน่วยงานรัฐ เพื่อให้เกิดความเป็นธรรมและโปร่งใสในการจัดซื้อจัดจ้าง ผู้รับเหมาต้องทราบว่าราคากลางประกอบด้วยการวิเคราะห์ต้นทุนที่ครอบคลุมทั้งวัสดุ (Material) และค่าแรง (Labor) ตามมาตรฐานที่กำหนด

**2. Factor F (ค่าดำเนินการ):**
Factor F คือค่าที่ถูกนำมาปรับเพิ่มจากต้นทุนพื้นฐาน (วัสดุ + ค่าแรง) เพื่อครอบคลุมค่าใช้จ่ายอื่น ๆ เช่น ค่าบริหารงานโครงการ (Overhead), กำไรของผู้รับเหมา, และภาษีต่างๆ

**วิธีการคำนวณโดยทั่วไป:**
$$\text{ราคากลางที่ใช้ประมูล} = (\text{ราคาวัสดุ} + \text{ค่าแรง}) \times (1 + \text{Factor F})$$

**สิ่งที่ผู้รับเหมาต้องรู้ในการประมูลงานราชการ:**

1. **องค์ประกอบราคา:** ต้องแยกแยะต้นทุนให้ชัดเจน (Material Cost vs. Labor Cost) โดยใช้ข้อมูลอ้างอิงราคาจริง เช่น ข้อมูลจาก EzBOQ ที่ระบุค่าวัสดุและค่าแรงแยกส่วน (เช่น งานประปา: วัสดุ ฿52 + ค่าแรง ฿85 = รวม ฿137/เมตร)
2. **การปรับราคา:** ต้องเข้าใจว่าราคากลางที่หน่วยงานกำหนดอาจมีก","autonomy,goal_5",autonomy,9,2026-04-07 08:34:57,2026-04-07 08:34:57
87,estimator,ตัวอย่าง BOQ บ้านจริง — งบ 1.5 ล้าน vs 3 ล้าน vs 5 ล้าน,"ในฐานะนักประเมินต้นทุน ผมได้วิเคราะห์ข้อมูล EzBOQ และโครงสร้างราคาที่ให้มา เพื่อสร้าง BOQ ตัวอย่าง 3 ระดับงบประมาณ โดยเน้นการใช้ตัวเลขและหมวดหมู่ที่ปรากฏในฐานข้อมูลเท่านั้น

**ข้อจำกัด:** การสร้าง BOQ ที่แม่นยำ 100% จำเป็นต้องมีแบบแปลนและขอบเขตงาน (Scope) ที่ชัดเจน การคำนวณนี้เป็นการประมาณการโครงสร้างต้นทุนตามขนาดและระดับความหรูหราของวัสดุที่กำหนดไว้เท่านั้น

---

### 🏗️ ตัวอย่าง BOQ เปรียบเทียบ 3 ระดับงบประมาณ (อ้างอิงราคา 2026)

| หมวดงานหลัก | 1) บ้านชั้นเดียว 80 ตร.ม. (งบ ~1.5 ลบ.) | 2) บ้าน 2 ชั้น 150 ตร.ม. (งบ ~3 ลบ.) | 3) บ้าน 2 ชั้น 200 ตร.ม. (งบ ~5 ลบ.) |
| :--- | :--- | :--- | :--- |
| **1. งานเตรียมพื้นที่/รื้อถอน** | **ประมาณ ฿150,000** (เน้นแค่การปรับปรุง/รื้อส่วนที่จำเป็น) | **ประมาณ ฿300,000** (รื้อถอนโครงสร้างหลัก) | **ประมาณ ฿550,000** (รื้อถอน/ปรับปรุงครั้งใหญ่) |
| **2. งานโครงสร้าง (เสา/คาน/พื้น)** | **ราคาวัสดุ/ค่าแรงรวม:** คำนวณตามปริมาณเหล็ก (DB10-DB16) และคอนกรีต (Ready-mix) **(ใช้ฐานข้อมูลเหล็ก)** | **ราคาวัสดุ/ค่าแรงรวม:** ปริมาณเพิ่มขึ้นตามสัดส่วนพื้นที่ 150","autonomy,goal_5",autonomy,9,2026-04-07 08:37:50,2026-04-07 08:37:50
90,analyst,วิธีคิดกำไร + ตั้งราคาเสนอ สำหรับผู้รับเหมา,"ในฐานะนักวิเคราะห์ต้นทุนและราคาเสนอ (Proposal Pricing Analyst) ผมขอสรุปขั้นตอนการตั้งราคาเสนอผู้รับเหมาโดยอ้างอิงโครงสร้างต้นทุนจากฐานข้อมูล EzBOQ ดังนี้

### 💡 หลักการตั้งราคาเสนอผู้รับเหมา (Proposal Pricing)

การตั้งราคาเสนอที่แม่นยำต้องมาจาก **ต้นทุนรวม (Total Cost)** ที่ประกอบด้วย 3 ส่วนหลัก:
$$\text{ราคาเสนอ} = \text{ต้นทุนวัสดุ} + \text{ต้นทุนค่าแรง} + \text{ค่าใช้จ่ายแฝง (Overhead)} + \text{กำไรที่ต้องการ (Profit)}$$

**1. การคำนวณต้นทุน (Cost):**
ใช้ข้อมูลจาก EzBOQ โดยคำนวณ **(วัสดุ + ค่าแรง)** สำหรับทุกรายการใน BOQ เพื่อให้ได้ **ต้นทุนจริง (Cost)** ของโครงการ

**2. การคำนวณค่าใช้จ่ายแฝงและกำไร:**
*   **Overhead (ค่าใช้จ่ายแฝง):** ประมาณ 5-10% ของต้นทุนจริง (ครอบคลุมค่าบริหารไซต์งาน, ค่าเครื่องมือ, ค่าขนส่งที่ไม่รวมในค่าแรง/วัสดุ)
*   **Profit (กำไร):** ประมาณ 15-25% ของต้นทุนจริง (ขึ้นอยู่กับความเสี่ยงและตลาด)

**3. ความแตกต่างระหว่าง Markup vs. Margin (สำคัญที่สุด):**

| แนวคิด | คำจำกัดความ | สูตร | ตัวอย่าง (ต้นทุน 1 ล้าน) |
| :--- | :--- | :--- | :--- |
| **Markup (การบวก","autonomy,goal_5",autonomy,8,2026-04-07 08:59:15,2026-04-07 08:59:15
91,analyst,เปรียบเทียบราคาวัสดุ บุญถาวร vs โฮมโปร vs ไทวัสดุ,"**ข้อจำกัดสำคัญ:** ข้อมูลที่ให้มาคือการสรุปราคาที่ผ่านการประมวลผลจากแหล่งข้อมูลหลายแห่ง (กรมการค้าฯ + HomePro + ตลาด) และไม่ได้แสดงตารางเปรียบเทียบราคาสินค้าชิ้นเดียวกันระหว่าง 3 ร้านค้าโดยตรง ดังนั้น การวิเคราะห์นี้จึงเน้นที่ **กลยุทธ์การซื้อ** โดยอิงตามหลักการกำหนดราคาของฐานข้อมูลเป็นหลัก

### การวิเคราะห์เชิงกลยุทธ์การจัดซื้อวัสดุ

| ร้านค้า/แหล่งข้อมูล | จุดแข็งที่วิเคราะห์ได้ | จุดอ่อน/ข้อควรระวัง |
| :--- | :--- | :--- |
| **EzBOQ (ฐานข้อมูล)** | **ความครอบคลุม:** ให้ราคาอ้างอิงหลายมิติ (Value/Standard/Premium) และรวมทั้งวัสดุ+ค่าแรงในหมวดงานเฉพาะ (เช่น งานก่อฉาบ, งานระบบไฟฟ้า) | **ความแม่นยำ ณ ปัจจุบัน:** ราคาเป็นราคาอ้างอิงที่ถูกกำหนดไว้ ไม่ใช่ราคาส่งแบบ Real-Time |
| **HomePro/ไทวัสดุ** | **การเข้าถึง:** เหมาะสำหรับการซื้อแบบ Retail (ปลีก) และการเปรียบเทียบสินค้าสำเร็จรูป (เช่น กระเบื้อง, สุขภัณฑ์) | **ราคา:** อาจสูงกว่าราคาตลาดหากไม่ได้ใช้โปรโมชั่นกลุ่มใหญ่ |
| **บุญถาวร** | **การออกแบบ:** มักเน้นกลุ่มสินค้าพรีเมียมและดีไซน์สูง (Inspiration/Showroom) | **ราคา:** มีแนวโน้มราคา","autonomy,goal_5",autonomy,9,2026-04-07 09:01:50,2026-04-07 09:01:50
92,planner,Checklist ตรวจรับงานแต่ละงวด — QC สำหรับเจ้าของบ้าน,"**แผนการจัดลำดับความสำคัญและการพัฒนา (Roadmap for Gemma Level 2)**

เป้าหมายหลักคือการเปลี่ยนฐานความรู้ที่ครอบคลุม (Knowledge Base) ให้เป็น **ระบบการทำงานอัตโนมัติ (Automated System)** ที่สามารถให้ผลลัพธ์ที่ **Actionable** ได้จริง

---

### 🥇 ลำดับความสำคัญ (Priority)
1. **Critical (P1):** การผสานรวมต้นทุนและการเงิน (BOQ $\rightarrow$ Finance Flow)
2. **High (P2):** การสร้างเครื่องมือตรวจรับงาน (QC Checklist)
3. **Medium (P3):** การขยายฐานความรู้ด้านกฎหมาย/สัญญา (Legal Templates)

### 🔗 Dependency & Milestones

| ลำดับ | งานหลัก (Milestone) | Dependency (ต้องใช้ข้อมูลจาก) | Output ที่คาดหวัง (Actionable) |
| :--- | :--- | :--- | :--- |
| **1** | **BOQ $\rightarrow$ Cash Flow Pipeline** | EzBOQ (ราคา), BOQ, งวดงาน (30/20/15/20/10) | **Financial Model:** ระบบที่คำนวณเงินเบิกจ่าย (Invoice) และ Cash Flow ตามงวดงาน 5 งวด พร้อมการคำนวณ Margin/Profit อัตโนมัติ |
| **2** | **QC Checklist Generator** | Scope งาน, งวดงาน (5 งวด) | **Checklist Set:** ชุด QC Checklist 5 ชุด (10-15 ข้อ/ชุด) ที่ระ","autonomy,goal_5",autonomy,9,2026-04-07 09:11:11,2026-04-07 09:11:11
93,analyst,ปัญหาที่พบบ่อยในงานก่อสร้าง + วิธีแก้,"ในฐานะนักวิเคราะห์ต้นทุนและบริหารความเสี่ยงโครงการก่อสร้าง การจัดการปัญหาต้องผูกติดกับข้อมูลต้นทุนที่แม่นยำ (Data-Driven Risk Management)

**ข้อดีของการใช้ข้อมูล EzBOQ:**
ช่วยให้การประมาณการราคามีความโปร่งใสและอ้างอิงจากแหล่งข้อมูลจริง (กรมการค้าฯ, HomePro) ทำให้การตั้งราคาเสนอผู้รับเหมา (Proposal) มีน้ำหนักสูงกว่าการประเมินตามประสบการณ์เพียงอย่างเดียว

**ข้อเสีย/ข้อจำกัด:**
ฐานข้อมูลเน้นที่ ""ราคาวัสดุ"" และ ""ค่าแรงมาตรฐาน"" แต่ขาดข้อมูลการบริหารความเสี่ยงเชิงสัญญา (Contractual Risk) โดยตรง การแก้ไขปัญหาจึงต้องใช้การประยุกต์ใช้ข้อมูลต้นทุนให้เป็นเครื่องมือทางสัญญา

---

### 💡 การวิเคราะห์ปัญหาและแนวทางแก้ไข (Actionable Solutions)

| ปัญหาหลัก | ความเสี่ยงที่เกี่ยวข้อง | วิธีป้องกัน/แก้ไข (อ้างอิงข้อมูล) |
| :--- | :--- | :--- |
| **1. การเปลี่ยนแปลงแบบ (Scope Creep)** | งบประมาณบานปลาย, ขัดแย้ง | **กำหนด Change Order Protocol:** ทุกการเปลี่ยนแปลงต้องระบุ Cost Breakdown ใหม่ เช่น หากเปลี่ยนกระเบื้องพื้นจาก 60x60 (รวม ฿680/ตร.ม.) เป็น 60x120 (รวม ฿1,010/ตร.ม.) ต้องคำนวณส่วนต่างวัสดุและค่า","autonomy,goal_5",autonomy,9,2026-04-07 09:13:39,2026-04-07 09:13:39
94,researcher,Waste Factor วัสดุก่อสร้างแต่ละประเภท,"ในฐานะนักวิเคราะห์ต้นทุนและบริหารความเสี่ยงโครงการก่อสร้าง ข้อมูล Waste Factor (ปัจจัยเศษวัสดุ) เป็นองค์ประกอบสำคัญในการประมาณราคาที่แม่นยำ เพื่อให้ราคาสุทธิ (Final Cost) ไม่เกิดการขาดทุนจากการสั่งซื้อเกินความจำเป็น

**สรุป Waste Factor วัสดุก่อสร้างที่ควรเผื่อ:**

| วัสดุ | Waste Factor ที่แนะนำ | เหตุผลหลัก |
| :--- | :--- | :--- |
| **กระเบื้อง** | 10% - 15% | การตัดมุม, การเผื่อสำหรับรอยต่อ (Grout Line) |
| **สี** | 10% | การปนเปื้อนของถัง, การทาส่วนที่แก้ไข |
| **ไม้ (โครงคร่าว/นั่งร้าน)** | 10% - 15% | การตัดขนาด, การบิดเบี้ยวของวัสดุ |
| **เหล็ก** | 3% - 5% | การตัดปลาย, การเกิดสนิมระหว่างการขนส่ง (ควรเผื่อต่ำที่สุด) |
| **ปูน/วัสดุผสม** | 5% | การสูญเสียระหว่างการผสม, การหกเลอะเทอะหน้างาน |
| **สายไฟ/ท่อ** | 5% | การตัดปลายเพื่อเข้าหัว, การเผื่อสำหรับการเดินระบบ |
| **อิฐ** | 5% | การแตกหักระหว่างขนส่งและติดตั้ง |

**กลยุทธ์การลดเศษวัสดุ (Actionable Mitigation):**

1.  **การวางแผนแบบ (Design Phase):** กำหนดรูปแบบการปูกระเบื้องหรือการวางองค์ประกอบที่มีการตัดมาก (เช่น ลวดลายซับซ้","autonomy,goal_5",autonomy,8,2026-04-07 09:21:55,2026-04-07 09:21:55
95,planner,Timeline มาตรฐานงานก่อสร้างแต่ละประเภท,"**แผนการพัฒนา Gemma Level 2: การสร้างระบบประเมินต้นทุนก่อสร้างอัตโนมัติ**

เพื่อเปลี่ยนฐานความรู้เป็นระบบอัตโนมัติ (Automated System) การจัดลำดับความสำคัญคือการสร้าง **Workflow Cost Estimator** ที่ผูกขั้นตอนงาน (Process) เข้ากับราคา (Data) โดยใช้ข้อมูล EzBOQ เป็นหัวใจหลัก

---

### 🛠️ Timeline มาตรฐาน (Process Flow)

**1. ระยะวางแผนและออกแบบ (1-3 เดือน):**
*   **ขั้นตอน:** กำหนด Scope $\rightarrow$ ออกแบบ (สถาปัตย์/โครงสร้าง/MEP) $\rightarrow$ ขอใบอนุญาต
*   **Cost Integration:** คำนวณค่าออกแบบเบื้องต้น (ตัวอย่าง: ออกแบบสถาปัตย์ + Interior = ฿620/ตร.ม.)
*   **Dependency:** ต้องได้แบบโครงสร้างก่อนเริ่มงานรื้อถอน

**2. ระยะเตรียมพื้นที่และรื้อถอน (1-3 สัปดาห์):**
*   **ขั้นตอน:** เคลียร์พื้นที่ $\rightarrow$ รื้อถอนสิ่งปลูกสร้างเดิม $\rightarrow$ ขนเศษวัสดุ
*   **Cost Integration:**
    *   รื้อถอน: ฿40,000/เหมา
    *   ขนทิ้ง: ฿6,000/เที่ยว
    *   *ข้อควรระวัง:* ต้องคำนวณจำนวนเที่ยว/พื้นที่ให้แม่นยำ

**3. ระยะโครงสร้างและระบบ (2-4 เดือน):**
*   **ขั้นตอน:** งานฐานราก $\rightarrow$ งาน","autonomy,goal_5",autonomy,9,2026-04-07 09:25:05,2026-04-07 09:25:05
96,ezboq-frontend,EzBOQ Frontend Architecture — React + Vite + TailwindCSS,"EzBOQ Frontend อยู่ที่ apps/web/ ใช้ React 18 + Vite + TailwindCSS + Radix UI

โครงสร้างหลัก:
- apps/web/src/App.tsx — Root component จัดการ auth, routing, subscription state
- apps/web/src/components/ — UI components ทั้งหมด
- apps/web/src/utils/ — Firebase, auth, subscription helpers
- apps/web/src/pages/ — Page components (BOQ editor, settings, etc.)
- apps/web/src/hooks/ — Custom React hooks
- apps/web/src/styles/ — TailwindCSS + custom styles

State Management:
- Auth: useAuth hook → AuthSession (user, workspace, role)
- Subscription: checkSubscription() → SubscriptionStatus (plan, status, endDate)
- BOQ Data: Local state + Firestore realtime listeners
- UI: React Context + useState (ไม่ใช้ Redux)

Build & Deploy:
- Dev: npm run dev (Vite HMR port 5173)
- Build: npm run build → dist/
- Deploy: firebase deploy --only hosting
- Domain: ezboq.com → Firebase Hosting","frontend,react,vite,tailwindcss,radix,app.tsx,components,hooks,architecture",codebase_audit_2026,9,2026-04-07 09:52:20,2026-04-07 09:52:20
97,ezboq-frontend,EzBOQ Frontend Components สำคัญ,"Components หลักของ EzBOQ:

1. AppShell.tsx — Layout หลัก: Header + Sidebar + Content
   - Plan badge (Pro/Business/Free) แสดงแพ็กเกจปัจจุบัน
   - Navigation: Dashboard, โครงการ, เอกสาร, ร้านค้า, AI Jarvis
   - User menu: Settings, Logout

2. BOQEditor.tsx — ตัวแก้ไขใบเสนอราคาหลัก
   - หมวดหมู่ (categories) + รายการ (items)
   - คำนวณ: จำนวน × ราคาต่อหน่วย = ราคารวม
   - ส่วนลดรายการ + ส่วนลดท้ายเอกสาร
   - VAT 7% toggle

3. SubscriptionPanel.tsx — ระบบสมัครสมาชิก
   - เลือกแพ็กเกจ: Pro (฿99) / Business (฿279)
   - QR Code PromptPay สำหรับจ่ายเงิน
   - Upload สลิป → OCR auto-verify → เปิดใช้งานทันที

4. DocumentTemplates — 8+ ประเภทเอกสาร
   - ใบเสนอราคา, ใบแจ้งหนี้, ใบเสร็จ, ใบวางบิล
   - PO, Contract, Delivery Order, Receipt

5. ShopModule — ร้านค้าวัสดุก่อสร้าง
   - ค้นหาสินค้าจาก Lazada API
   - เปรียบเทียบราคา + affiliate link
   - Add to BOQ จากร้านค้า","components,appshell,boq-editor,subscription,documents,shop,frontend",codebase_audit_2026,9,2026-04-07 09:52:20,2026-04-07 09:52:20
98,ezboq-frontend,EzBOQ Auth & User System,"ระบบ Auth ของ EzBOQ:

Provider ที่รองรับ:
1. LINE Login (OAuth2) — ผู้ใช้หลัก
2. Google Sign-In
3. Email/Password

Flow:
1. User login → Firebase Auth → get UID
2. Check Firestore users/{uid} → get workspaceId
3. Load workspace data → workspaces/{wsId}
4. Check subscription → workspaces/{wsId}/subscription/current
5. Set auth session → { user, workspace, role, subscription }

Key Files:
- utils/authSession.ts — AuthUser, AuthSession types
- utils/firebase.ts — Firebase app init (auth, db, storage, functions)
- shared/utils/firebase.ts — Firebase config (project: ezdoc-v1-th)

Workspace Model:
- แต่ละ user มี 1 workspace (workspaceId)
- Workspace เก็บ: company info, members, subscription
- Role: owner, admin, member","auth,login,line,google,firebase-auth,workspace,user,session,role",codebase_audit_2026,9,2026-04-07 09:52:20,2026-04-07 09:52:20
99,ezboq-frontend,EzBOQ Subscription & Payment Frontend Flow,"ระบบ Subscription ฝั่ง Frontend:

แพ็กเกจ (apps/web/src/utils/subscription.ts):
- Free: 10 BOQ/เดือน, มีลายน้ำ, 1 ผู้ใช้
- Pro (solo): ฿99/เดือน, ไม่จำกัด BOQ, 1 ผู้ใช้
- Business (team): ฿279/เดือน, ไม่จำกัด, 3 ผู้ใช้

Payment Flow:
1. เลือกแพ็กเกจ → แสดง QR Code PromptPay
2. โอนเงินแล้ว upload สลิป
3. submitPaymentWithSlip() → upload slip to Storage → save pending
4. เรียก Cloud Function verifySubscriptionSlip (httpsCallable)
5. Server ทำ OCR → ถ้าผ่าน auto-approve → subscription active ทันที
6. ถ้า OCR ไม่ผ่าน → pending_review → รอ admin approve

Firestore Collections:
- workspaces/{wsId}/subscription/current — สถานะ subscription ปัจจุบัน
- subscription_requests/{wsId} — flat collection สำหรับ admin query

PromptPay: เบอร์ 0933299990
Bank: กสิกร 219-8-03162-6 (นาย ฉัตรดนัย จิตต์เพ็ชร)","subscription,payment,promptpay,qr,slip,ocr,auto-approve,plan,pro,business,free",codebase_audit_2026,9,2026-04-07 09:52:20,2026-04-07 09:52:20
